"frontline_level","band","level_in_band","incoming_pressure_multiplier","defense_output_multiplier","pressure_capacity_multiplier","progress_requirement_multiplier","reward_multiplier","sample_push_pressure_per_second","sample_base_defense_per_second","sample_push_gold_per_minute","sample_push_scrap_per_minute","milestone_gold","milestone_scrap","next_band_level"
"642","65","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","651"
"643","65","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","651"
"644","65","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","651"
"645","65","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","651"
"646","65","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","651"
"647","65","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","651"
"648","65","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","651"
"649","65","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","651"
"650","65","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","651"
"651","66","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","661"
"652","66","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","661"
"653","66","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","661"
"654","66","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","661"
"655","66","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","661"
"656","66","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","661"
"657","66","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","661"
"658","66","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","661"
"659","66","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","661"
"660","66","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","661"
"661","67","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","671"
"662","67","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","671"
"663","67","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","671"
"664","67","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","671"
"665","67","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","671"
"666","67","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","671"
"667","67","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","671"
"668","67","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","671"
"669","67","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","671"
"670","67","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","671"
"671","68","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","681"
"672","68","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","681"
"673","68","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","681"
"674","68","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","681"
"675","68","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","681"
"676","68","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","681"
"677","68","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","681"
"678","68","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","681"
"679","68","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","681"
"680","68","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","681"
"681","69","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","691"
"682","69","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","691"
"683","69","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","691"
"684","69","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","691"
"685","69","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","691"
"686","69","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","691"
"687","69","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","691"
"688","69","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","691"
"689","69","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","691"
"690","69","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","691"
"691","70","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","701"
"692","70","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","701"
"693","70","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","701"
"694","70","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","701"
"695","70","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","701"
"696","70","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","701"
"697","70","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","701"
"698","70","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","701"
"699","70","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","701"
"700","70","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","701"
"701","71","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","711"
"702","71","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","711"
"703","71","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","711"
"704","71","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","711"
"705","71","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","711"
"706","71","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","711"
"707","71","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","711"
"708","71","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","711"
"709","71","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","711"
"710","71","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","711"
"711","72","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","721"
"712","72","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","721"
"713","72","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","721"
"714","72","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","721"
"715","72","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","721"
"716","72","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","721"
"717","72","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","721"
"718","72","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","721"
"719","72","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","721"
"720","72","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","721"
"721","73","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","731"
"722","73","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","731"
"723","73","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","731"
"724","73","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","731"
"725","73","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","731"
"726","73","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","731"
"727","73","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","731"
"728","73","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","731"
"729","73","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","731"
"730","73","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","731"
"731","74","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","741"
"732","74","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","741"
"733","74","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","741"
"734","74","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","741"
"735","74","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","741"
"736","74","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","741"
"737","74","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","741"
"738","74","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","741"
"739","74","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","741"
"740","74","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","741"
"741","75","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","751"
"742","75","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","751"
"743","75","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","751"
"744","75","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","751"
"745","75","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","751"
"746","75","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","751"
"747","75","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","751"
"748","75","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","751"
"749","75","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","751"
"750","75","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","751"
"751","76","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","761"
"752","76","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","761"
"753","76","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","761"
"754","76","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","761"
"755","76","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","761"
"756","76","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","761"
"757","76","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","761"
"758","76","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","761"
"759","76","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","761"
"760","76","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","761"
"761","77","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","771"
"762","77","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","771"
"763","77","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","771"
"764","77","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","771"
"765","77","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","771"
"766","77","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","771"
"767","77","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","771"
"768","77","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","771"
"769","77","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","771"
"770","77","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","771"
"771","78","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","781"
"772","78","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","781"
"773","78","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","781"
"774","78","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","781"
"775","78","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","781"
"776","78","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","781"
"777","78","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","781"
"778","78","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","781"
"779","78","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","781"
"780","78","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","781"
"781","79","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","791"
"782","79","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","791"
"783","79","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","791"
"784","79","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","791"
"785","79","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","791"
"786","79","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","791"
"787","79","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","791"
"788","79","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","791"
"789","79","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","791"
"790","79","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","791"
"791","80","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","801"
"792","80","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","801"
"793","80","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","801"
"794","80","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","801"
"795","80","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","801"
"796","80","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","801"
"797","80","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","801"
"798","80","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","801"
"799","80","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","801"
"800","80","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","801"
"801","81","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","811"
"802","81","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","811"
"803","81","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","811"
"804","81","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","811"
"805","81","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","811"
"806","81","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","811"
"807","81","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","811"
"808","81","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","811"
"809","81","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","811"
"810","81","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","811"
"811","82","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","821"
"812","82","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","821"
"813","82","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","821"
"814","82","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","821"
"815","82","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","821"
"816","82","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","821"
"817","82","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","821"
"818","82","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","821"
"819","82","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","821"
"820","82","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","821"
"821","83","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","831"
"822","83","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","831"
"823","83","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","831"
"824","83","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","831"
"825","83","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","831"
"826","83","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","831"
"827","83","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","831"
"828","83","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","831"
"829","83","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","831"
"830","83","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","831"
"831","84","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","841"
"832","84","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","841"
"833","84","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","841"
"834","84","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","841"
"835","84","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","841"
"836","84","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","841"
"837","84","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","841"
"838","84","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","841"
"839","84","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","841"
"840","84","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","841"
"841","85","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","851"
"842","85","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","851"
"843","85","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","851"
"844","85","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","851"
"845","85","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","851"
"846","85","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","851"
"847","85","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","851"
"848","85","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","851"
"849","85","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","851"
"850","85","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","851"
"851","86","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","861"
"852","86","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","861"
"853","86","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","861"
"854","86","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","861"
"855","86","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","861"
"856","86","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","861"
"857","86","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","861"
"858","86","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","861"
"859","86","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","861"
"860","86","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","861"
"861","87","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","871"
"862","87","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","871"
"863","87","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","871"
"864","87","3","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","871"
"865","87","4","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","871"
"866","87","5","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","871"
"867","87","6","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","871"
"868","87","7","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","871"
"869","87","8","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","871"
"870","87","9","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","871"
"871","88","0","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","2147483647","2147483647","881"
"872","88","1","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","881"
"873","88","2","1000000000","1000000000","1000000000","1000000000","1000000000","13000000000","13000000000","34500000000","4600000000","0","0","881"
